originator,stdErrMultiple,OML.ols,OML.mlm,GML.ols,GML.mlm,Competitive Suppression.ols,Competitive Suppression.mlm,Direct Suppression.ols,Direct Suppression.mlm,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.mlm,Generalized Direct Suppression.ols,Generalized Direct Suppression.mlm,ROE Competitive Suppression.ols,ROE Competitive Suppression.mlm,ROE Direct Suppression.ols,ROE Direct Suppression.mlm
Competitive Suppression,0.7,-220.518002968456,-220.518002968456,-259.224204498105,-245.078138947004,-134.406670533888,-134.406670533888,-232.031244280884,-232.031244280884,-190.055096369645,-174.733083702863,-253.590419508099,-240.03501407188,-207.304184755101,-140.685282286073,-269.429658027096,-227.656792836934
Competitive Suppression,0.7,-186.672965225637,-186.672965225637,-201.471460728729,-187.628385098277,-146.968418261639,-146.968418261639,-215.010945587487,-215.010945587487,-172.156633398016,-167.399700728319,-237.782850909074,-208.726147710236,-153.785468257165,-148.995761150019,-216.854636244808,-198.435036864292
Competitive Suppression,0.7,-197.064486916639,-197.064486916639,-233.145169886513,-216.257773454329,-132.593309477074,-132.593309477074,-224.016650704505,-224.016650704505,-233.522562804021,-195.788145657242,-253.260178119348,-228.305725063478,-153.739322926358,-139.004343687444,-210.052802854242,-207.540017067132
Competitive Suppression,0.7,-184.730908567722,-184.730908567722,-207.43998040444,-199.716501003573,-143.000932362985,-143.000932362985,-208.453713840166,-208.453713840166,-165.888388246319,-154.181488041084,-225.706691002961,-210.016236858616,-163.970509455052,-143.970520382306,-244.075400243278,-232.434302268345
Competitive Suppression,0.8,-205.200301788798,-205.200301788798,-243.305297058869,-229.243103142994,-157.086716535433,-157.086716535433,-227.074115663581,-227.074115663581,-237.0607095633,-225.289876767749,-249.528056305763,-227.675452671687,-166.123163438876,-159.75014512393,-242.077617263298,-215.340404400843
Competitive Suppression,0.8,-183.10634881565,-183.10634881565,-219.404619370141,-197.704400220322,-143.936489510563,-143.936489510563,-215.816147502589,-215.816147502589,-210.721063821532,-180.368144434087,-248.536965448543,-217.263809987853,-157.049252966881,-148.689348123386,-193.223066970843,-190.454014563353
Competitive Suppression,0.8,-203.377744999326,-203.377744999326,-724.252651491341,-374.539750730052,-145.977303715594,-145.977303715594,-231.624696756489,-231.624696756489,-272.251533635564,-202.26997934672,-2328.80127464986,-480.762942201259,-169.901622986253,-152.770614901854,-236.614219665797,-209.505925687116
Competitive Suppression,0.8,-203.625622172194,-203.625622172194,-237.840544833437,-230.33641400598,-148.602558411976,-148.602558411976,-230.016814713015,-230.016814713015,-184.129510336414,-175.494713911114,-258.93396069779,-245.597474160749,-161.318633564704,-153.9149246579,-219.467599956626,-207.660663383984
Competitive Suppression,0.8,-187.100255647148,-187.100255647148,-214.191820691225,-210.546787885479,-149.951331524,-149.951331524,-217.279771830097,-217.279771830097,-197.351741947779,-189.731099057338,-238.207121123967,-227.210330816205,-177.543952200946,-153.505165476999,-241.180572294568,-217.467651670001
Competitive Suppression,0.8,-205.419447054566,-205.419447054566,-231.071118861089,-226.006204990673,-173.242070139995,-173.242070139995,-224.748909995755,-224.748909995755,-336.475403960028,-286.657835253205,-243.684595478065,-232.711187608564,-192.118575512125,-182.372344534898,-208.791438533027,-207.163147706699
Competitive Suppression,0.8,-202.191237545368,-202.191237545368,-220.892743056545,-212.119301600672,-206.37941604045,-206.37941604045,-231.395659291739,-231.395659291739,-220.163416399917,-212.39528732101,-245.062371533769,-227.446544485838,-214.374218276126,-139.353882291841,-261.218380420608,-221.501704887333
Competitive Suppression,0.8,-202.929599710288,-202.929599710288,-283.880375956735,-251.323157300535,-147.101111231652,-147.101111231652,-220.217330210509,-220.217330210509,-189.883513221567,-177.783679495616,-247.320898046733,-231.258539197561,-179.960376327643,-159.015846866106,-216.609311370261,-217.010160870156
Competitive Suppression,0.8,-197.666385698352,-197.666385698352,-215.475311119979,-209.349022386328,-154.87598885413,-154.87598885413,-226.966226795124,-226.966226795124,-191.763420626708,-180.618988011821,-237.112155106001,-227.356363767261,-164.388164656114,-155.558619665206,-217.435025098005,-215.162000651048
Competitive Suppression,0.8,-208.00837046439,-208.00837046439,-220.223598743217,-213.72026848387,-150.568568813252,-150.568568813252,-229.507125787918,-229.507125787918,-205.996513752629,-184.774452361768,-237.190035047775,-224.232085828003,-179.661372874621,-164.179152446022,-272.601850679854,-219.883353149059
Competitive Suppression,0.9,-193.811065864454,-193.811065864454,-214.491874336593,-204.943921246533,-152.142792437631,-152.142792437631,-214.220899288542,-214.220899288542,-175.664306501421,-163.183255360354,-216.461012048118,-213.08848468558,-170.552395823046,-155.540659170647,-243.849251135753,-219.540394303595
Competitive Suppression,0.9,-196.698695524589,-196.698695524589,-225.76418699804,-215.180358815954,-173.815762657439,-173.815762657439,-218.588528213901,-218.588528213901,-212.583386100445,-202.422115374709,-232.207477632544,-226.122862729657,-202.152618689911,-180.214185545793,-270.731740499972,-228.333409538718
Competitive Suppression,0.9,-195.401829466985,-195.401829466985,-264.751759852495,-211.917964379664,-175.85792859149,-175.85792859149,-218.37200451143,-218.37200451143,-221.461408197816,-206.090442856854,-222.211999162964,-214.022293507461,-186.545682686182,-177.155322617585,-209.399951783709,-202.675635733627
Competitive Suppression,0.9,-220.122031715318,-220.122031715318,-363.019229009558,-299.919030291043,-194.692202881441,-194.692202881441,-245.222353249931,-245.222353249931,-238.127847362543,-223.225184456076,-373.168523241501,-312.045437765754,-235.446547799847,-209.907271406435,-292.191154130978,-225.847012768054
Competitive Suppression,0.9,-194.250036843499,-194.250036843499,-242.668233644695,-219.149851889313,-171.627590365561,-171.627590365561,-229.857108585333,-229.857108585333,-295.245385446184,-194.60085772018,-267.858597475172,-252.492700159583,-223.184824734218,-167.990317142376,-223.793841627397,-210.646833852744
Competitive Suppression,0.9,-194.651685240827,-194.651685240827,-231.639672215619,-225.18912794501,-158.546091458973,-158.546091458973,-215.920703540781,-215.920703540781,-245.272986844748,-211.317815029159,-319.836194429095,-297.921532383536,-164.762235158726,-158.539932193638,-208.5826454472,-199.105849421673
Competitive Suppression,0.9,-205.547094314903,-205.547094314903,-233.305662907253,-211.169426193759,-186.695683888135,-186.695683888135,-227.72061197631,-227.72061197631,-293.306718148262,-240.122463804689,-228.430002207907,-223.617201722007,-211.511598434318,-194.627548401834,-231.377480430461,-218.611210600237
Competitive Suppression,0.9,-219.417615398765,-219.417615398765,-246.252311504828,-238.424440901118,-161.58536050296,-161.58536050296,-227.545098815532,-227.545098815532,-190.025158576568,-184.973662970904,-239.7645176883,-225.915789245554,-191.19403338962,-168.226187057435,-293.542744455409,-227.315003530379
Competitive Suppression,0.9,-214.210023088293,-214.210023088293,-252.025002056198,-244.645396004876,-157.316676694896,-157.316676694896,-241.4729983826,-241.4729983826,-242.258077440452,-227.557695169076,-283.703161202637,-270.44616022256,-195.280240172515,-170.99523361438,-250.844250346214,-239.614731177859
Competitive Suppression,0.9,-199.702627513749,-199.702627513749,-229.339701432879,-220.383598655859,-156.997448243072,-156.997448243072,-229.349806191676,-229.349806191676,-211.407903699378,-201.37269415515,-245.48728443359,-236.62520590238,-177.301043993538,-164.487547676152,-247.851313039907,-246.606432856837
Competitive Suppression,1,-219.406969733537,-219.406969733537,-217.318380445432,-213.744240556773,-193.196657565503,-193.196657565503,-240.716155621315,-240.716155621315,-278.083442177066,-260.59624314266,-238.323721666524,-223.903724768437,-199.232946648346,-191.279130380953,-226.712517788596,-227.235776512758
Competitive Suppression,1,-204.064382742554,-204.064382742554,-254.091006778481,-236.98087911445,-171.42082971692,-171.42082971692,-236.507044385839,-236.507044385839,-254.14324772747,-239.024894442512,-270.94255847088,-253.983429007028,-195.024214785956,-176.104346759756,-215.290334494653,-214.253999991919
Competitive Suppression,1,-217.120256396128,-217.120256396128,-236.291766422955,-231.718932943702,-156.535539752423,-156.535539752423,-235.689454753454,-235.689454753454,-211.230789456256,-196.769070340573,-249.990830651203,-242.301457395375,-192.984742743308,-165.348712879407,-230.826812956724,-228.01211736911
Competitive Suppression,1,-213.120292072403,-213.120292072403,-235.285484830876,-224.669664094361,-177.174842956095,-177.174842956095,-238.418632974892,-238.418632974892,-309.475545995512,-261.704832642195,-277.886245257036,-246.157781858595,-207.451536622504,-191.192810639222,-248.147861252979,-226.563931131109
Competitive Suppression,1,-215.770725369901,-215.770725369901,-303.666530024601,-255.70655753822,-182.11143738951,-182.11143738951,-233.716238326624,-233.716238326624,-237.034508802254,-216.180829701342,-273.826744726648,-256.017771862491,-193.843760022401,-177.736767090931,-274.431447841837,-235.210319206712
Competitive Suppression,1,-218.719403570427,-218.719403570427,-289.689512673168,-269.620640363362,-191.103446467426,-191.103446467426,-235.96466618041,-235.96466618041,-255.777678793673,-223.517881315608,-287.424760895092,-273.473488713711,-208.589846464532,-197.680458978313,-274.366614617628,-225.259164010791
Competitive Suppression,1,-229.654348717937,-229.654348717937,-260.995307213792,-254.59046034202,-196.333554754222,-196.333554754222,-249.751144911189,-249.751144911189,-228.978603438357,-223.413259021721,-277.683540387196,-267.605428860868,-212.850907970745,-197.061787996699,-272.869904389153,-242.226463507045
Competitive Suppression,1,-241.386280996381,-241.386280996381,-249.498581215311,-244.706109742422,-180.784305820585,-180.784305820585,-260.667159443405,-260.667159443405,-207.798791199563,-197.596484504068,-262.493727947542,-253.519839088741,-220.535684659781,-193.141101691841,-255.383005163342,-243.825916685554
Competitive Suppression,1,-193.979381060474,-193.979381060474,-304.843015443428,-263.79722118102,-175.606637597869,-175.606637597869,-222.584694407717,-222.584694407717,-309.318584316763,-248.088717941265,-319.682424327742,-284.732393898421,-183.887870286326,-174.408110173222,-233.886519935299,-204.171686032327
Competitive Suppression,1,-210.20929422054,-210.20929422054,-212.705877934599,-208.703909141993,-182.450367426115,-182.450367426115,-231.163843399101,-231.163843399101,-212.738633347576,-200.049961887169,-233.700683598694,-222.935912998755,-201.748396631268,-183.285339640336,-230.509339885687,-218.417652016972
Competitive Suppression,1.1,-201.899944180026,-201.899944180026,-256.981545960366,-238.514643338754,-192.506336529643,-192.506336529643,-218.734527182879,-218.734527182879,-246.85275319779,-224.81229690778,-259.465269864766,-245.281035547212,-198.548909863275,-193.092056601673,-209.871071711157,-203.263886145006
Competitive Suppression,1.1,-209.793125410535,-209.793125410535,-266.900905135944,-244.522474499585,-190.892703836221,-190.892703836221,-224.576748851356,-224.576748851356,-297.252485324072,-257.906370812631,-274.66010989939,-257.404829870275,-220.5666867471,-195.806584404584,-278.621582972598,-208.840972559874
Competitive Suppression,1.1,-218.095354978216,-218.095354978216,-254.873716730392,-245.214368756886,-187.178450155646,-187.178450155646,-242.742715872515,-242.742715872515,-266.414635304481,-242.294302831162,-283.295327584287,-270.250062213498,-203.93396309535,-196.296338829928,-248.407295536196,-229.828287383273
Competitive Suppression,1.1,-219.93606291192,-219.93606291192,-248.875797495685,-242.989455491702,-190.07465423671,-190.07465423671,-239.270416075882,-239.270416075882,-201.707928959423,-199.781069731947,-265.577892672455,-255.767120611194,-207.320007463457,-196.133641709284,-255.257984517277,-221.765651401138
Competitive Suppression,1.1,-212.097702568467,-212.097702568467,-269.178613851957,-256.189466019241,-192.398797633234,-192.398797633234,-236.392717872842,-236.392717872842,-225.139078465377,-214.641989179057,-274.502036217953,-263.61939456562,-198.875536083002,-193.069845583377,-258.730075008106,-223.372110718114
Competitive Suppression,1.1,-222.444305158158,-222.444305158158,-280.602317579277,-266.570695332808,-198.124988618118,-198.124988618118,-234.600682833782,-234.600682833782,-237.546416839319,-225.042260913495,-286.73781051928,-271.744501712923,-212.212438591306,-199.499558517883,-228.526078092859,-226.895706614225
Competitive Suppression,1.1,-219.490213395097,-219.490213395097,-275.631394757235,-258.398250957272,-199.064720187752,-199.064720187752,-232.978314362393,-232.978314362393,-255.589194577409,-241.080058435091,-269.466127788789,-256.333292506455,-236.058506396293,-212.083093606872,-270.627769401725,-218.146026089881
Competitive Suppression,1.1,-222.131468050073,-222.131468050073,-239.33498559326,-233.269052965686,-192.265171689387,-192.265171689387,-238.357473864312,-238.357473864312,-240.470255316865,-232.708520072857,-243.331446882655,-238.245955423613,-204.624651713539,-195.504406842114,-248.322955569603,-227.153218045031
Competitive Suppression,1.1,-279.538417440489,-279.538417440489,-322.016927216558,-303.682088810569,-169.016632395975,-169.016632395975,-325.332492630481,-325.332492630481,-204.059587722304,-195.42202074957,-360.565482715211,-337.268215831343,-204.843492075361,-174.471927398941,-918.880462764289,-283.960841479394
Competitive Suppression,1.1,-207.080773561761,-207.080773561761,-232.028267022887,-226.009667611046,-186.881278387031,-186.881278387031,-232.179179544157,-232.179179544157,-211.93607880965,-206.908944675953,-248.971168931384,-239.30534340078,-221.749993276583,-196.741558984285,-223.546669464974,-218.981362175801
Competitive Suppression,1.2,-216.961150571091,-216.961150571091,-372.201989157446,-349.490170747526,-199.856024837701,-199.856024837701,-235.781253238994,-235.781253238994,-239.382577754775,-228.535240761687,-367.978305893778,-349.587802460228,-214.409330517476,-206.257127067184,-263.497400944528,-255.497577025449
Competitive Suppression,1.2,-212.561356942368,-212.561356942368,-242.649705699065,-230.522144163469,-192.924911379455,-192.924911379455,-228.474733196444,-228.474733196444,-232.008747300844,-218.112840431442,-264.409967078461,-237.844091686181,-219.387530180293,-200.776948160893,-279.76619462894,-249.806886489795
Competitive Suppression,1.2,-233.136516823357,-233.136516823357,-244.120820067028,-239.687252105374,-232.037330962977,-232.037330962977,-257.038969788836,-257.038969788836,-253.985858661114,-243.24976597835,-267.162280722703,-258.813058843815,-233.79708516758,-228.193699414197,-287.950956610918,-231.930130331118
Competitive Suppression,1.2,-232.070881872148,-232.070881872148,-266.96967759634,-241.304488418457,-189.117446016399,-189.117446016399,-257.706235136457,-257.706235136457,-252.016038480404,-229.530121506193,-266.312556460737,-259.372412260366,-216.904447656497,-196.593855612993,-274.118953412831,-266.014626935069
Competitive Suppression,1.2,-247.26716462483,-247.26716462483,-285.358236887077,-272.896644609316,-209.268676992461,-209.268676992461,-267.185227727064,-267.185227727064,-253.0508020421,-238.807691290253,-297.167545782338,-286.976251005231,-238.566373669146,-218.9374840648,-303.818870902587,-282.095471369479
Competitive Suppression,1.2,-217.121057303556,-217.121057303556,-261.591502020418,-241.578609547074,-194.602150236585,-194.602150236585,-236.886176127467,-236.886176127467,-213.629144178262,-204.849505526006,-254.183354760087,-248.879002917847,-206.910443371359,-196.885203691603,-238.338045705321,-224.473541332452
Competitive Suppression,1.2,-218.113846803508,-218.113846803508,-271.574346380788,-249.165672791508,-196.106612747861,-196.106612747861,-233.209339250627,-233.209339250627,-232.335690175044,-223.460845610463,-281.970269219181,-263.145373011566,-208.999852614609,-198.959088112157,-232.093815027823,-220.220392468329
Competitive Suppression,1.2,-226.556696142407,-226.556696142407,-320.305230512081,-247.581025126497,-190.540257516317,-190.540257516317,-251.542405503676,-251.542405503676,-207.435714533355,-195.967183473564,-698.509156310809,-265.77763921204,-228.139177136656,-197.977317502739,-272.533475363314,-249.416219780472
Competitive Suppression,1.2,-229.754755508916,-229.754755508916,-305.765770171632,-276.144566450162,-192.700728124013,-192.700728124013,-256.059324748378,-256.059324748378,-299.559708609044,-270.647509417654,-321.474054924948,-288.349252981224,-198.647470337617,-191.23387634535,-239.537905840404,-233.305131415424
Competitive Suppression,1.2,-244.627886385464,-244.627886385464,-259.218483019757,-247.67156180096,-188.909170849322,-188.909170849322,-262.820195465354,-262.820195465354,-219.479032995588,-209.430488307661,-263.015158931399,-255.149160634282,-213.406635844153,-207.50303710235,-335.395459331257,-249.438687487992
Competitive Suppression,1.3,-228.874609140309,-228.874609140309,-257.278623824732,-248.413516666861,-198.811883733415,-198.811883733415,-240.501088717704,-240.501088717704,-244.810806940569,-225.418355120733,-251.584006882336,-242.800865329896,-266.917302834178,-212.908010841377,-375.713093847562,-364.841023787341
Competitive Suppression,1.3,-231.631156986579,-231.631156986579,-253.194522769129,-243.886004402019,-192.670824062078,-192.670824062078,-245.017822392368,-245.017822392368,-237.172945460513,-218.626627743582,-269.321673515098,-256.30762860443,-210.516314022169,-196.147162680625,-252.664687992679,-251.011631628814
Competitive Suppression,1.3,-251.606801668854,-251.606801668854,-312.844051359211,-303.703193803909,-213.808247152313,-213.808247152313,-275.713627828299,-275.713627828299,-239.905006875762,-234.521466275309,-300.361546270475,-282.725506111139,-282.005766792397,-233.496864675733,-458.829971505236,-363.641907652666
Competitive Suppression,1.3,-231.529956915074,-231.529956915074,-284.531952955207,-264.867443411149,-207.86237274811,-207.86237274811,-249.853569907863,-249.853569907863,-257.536807409172,-240.747936600737,-290.684463624595,-276.034260215237,-221.989651530738,-213.621874138864,-261.761660660305,-257.65518630152
Competitive Suppression,1.3,-231.340377864048,-231.340377864048,-253.529781997462,-250.259262768067,-211.89678461361,-211.89678461361,-243.058403222684,-243.058403222684,-239.522121608107,-231.566065689217,-265.973107596323,-258.761441317895,-236.66338514193,-212.703259023807,-296.537441719553,-295.902132753205
Competitive Suppression,1.3,-240.094611812433,-240.094611812433,-289.955522215981,-281.459140625496,-222.787835844616,-222.787835844616,-261.138833538236,-261.138833538236,-250.82115678714,-242.028329594471,-283.953372822341,-277.964350771442,-242.746843696692,-229.095532904166,-295.83327158231,-262.793573067269
Competitive Suppression,1.3,-215.230973533812,-215.230973533812,-245.833524867143,-229.561520801621,-197.216289472877,-197.216289472877,-236.678746836459,-236.678746836459,-246.46829933084,-230.833197213723,-246.202547793976,-238.952447167974,-220.801375240452,-208.100014960345,-233.260621069028,-233.174086506356
Competitive Suppression,1.3,-229.371344428809,-229.371344428809,-250.908711212176,-245.072465161859,-225.067240250275,-225.067240250275,-254.255418150839,-254.255418150839,-254.298882372799,-244.695510309233,-259.607886833438,-253.128362896247,-226.920110702727,-222.145167442122,-277.641933878911,-269.802299634559
Competitive Suppression,1.3,-235.661604389258,-235.661604389258,-316.333631243353,-303.660126764235,-216.14960690564,-216.14960690564,-249.314027809963,-249.314027809963,-261.046057147872,-248.157370341955,-351.005745666671,-339.493649642441,-256.237484941479,-249.628790087656,-295.359278160073,-241.03292850656
Competitive Suppression,1.3,-219.488566376175,-219.488566376175,-264.35336691894,-238.147139479049,-195.551193613297,-195.551193613297,-234.915716061088,-234.915716061088,-230.861792473031,-215.598112061945,-261.385447030411,-252.187998700213,-216.293011863925,-202.244369595229,-249.80046806417,-240.582280496118
Competitive Suppression,1.4,-228.057452296282,-228.057452296282,-294.984006250566,-273.628049827657,-209.870901966971,-209.870901966971,-241.396325420606,-241.396325420606,-288.024986931165,-260.963819672472,-303.079953748946,-287.028792859122,-220.647771438397,-210.04326277485,-250.730613287762,-230.761829268637
Competitive Suppression,1.4,-223.122399530987,-223.122399530987,-244.76467023618,-235.383400168453,-210.818840831035,-210.818840831035,-238.520173669689,-238.520173669689,-468.780265536479,-346.765342518038,-243.388216673839,-235.958095962096,-227.147292673948,-214.197662040133,-251.79589743727,-248.570827263572
Competitive Suppression,1.4,-236.673411565969,-236.673411565969,-289.038787186496,-273.345737437067,-213.692421359664,-213.692421359664,-253.451758371789,-253.451758371789,-316.896232466373,-271.931719557442,-306.970258254894,-295.869908990735,-223.969623992615,-214.741667930215,-289.240343558065,-255.707634825749
Competitive Suppression,1.4,-228.501568763256,-228.501568763256,-253.700040959339,-242.933479895818,-210.101631297826,-210.101631297826,-243.150768319419,-243.150768319419,-248.429462629653,-237.347477683793,-249.427175506049,-244.089119164547,-216.32228802815,-210.530661266142,-279.744783876027,-232.487259325835
Competitive Suppression,1.4,-223.424544643991,-223.424544643991,-276.558541604916,-267.66249857822,-208.618909767001,-208.618909767001,-238.090641985427,-238.090641985427,-237.77068793594,-230.98993241311,-278.808417110982,-268.146005223122,-217.031101545645,-211.311417089011,-230.950023897487,-229.382718808948
Competitive Suppression,1.4,-248.791122181824,-248.791122181824,-275.828941841653,-268.207244497625,-227.946979096682,-227.946979096682,-253.941721403268,-253.941721403268,-291.682436228501,-281.182763586604,-269.85205917436,-265.469667346463,-237.017958915563,-227.412688986052,-286.590894488158,-251.542095745368
Competitive Suppression,1.4,-227.796306342692,-227.796306342692,-258.343348738639,-252.14370129368,-205.995858462357,-205.995858462357,-246.871478373329,-246.871478373329,-235.11243450866,-227.296637859119,-262.635975116989,-257.454030584691,-223.937600514225,-209.265051585162,-238.742154468791,-234.741904889033
Competitive Suppression,1.4,-232.877483979988,-232.877483979988,-323.57497645042,-316.399226765393,-206.200769285052,-206.200769285052,-252.763563322615,-252.763563322615,-262.455171641567,-252.326602568398,-303.422168941401,-298.034861619274,-223.866045896815,-212.016239180928,-278.206006144866,-232.842472387815
Competitive Suppression,1.4,-234.676623875119,-234.676623875119,-327.359438721268,-305.645367605836,-206.671805332591,-206.671805332591,-252.055667490554,-252.055667490554,-275.488938978712,-259.613665747228,-337.542564496674,-316.512367489063,-218.888508117733,-212.172878951687,-250.3099250888,-244.110276483433
Competitive Suppression,1.4,-224.541719912895,-224.541719912895,-254.31569539323,-245.280528675666,-223.465436093387,-223.465436093387,-249.863207588083,-249.863207588083,-243.564995783032,-234.700480031765,-265.276430647897,-257.463354791313,-276.992686795241,-251.232988665463,-257.47702570528,-240.663176512052
Competitive Suppression,1.5,-248.431093424316,-248.431093424316,-275.599403117874,-265.384729510867,-232.570502868777,-232.570502868777,-257.419948162727,-257.419948162727,-277.982880748126,-265.188429442324,-280.956256995908,-269.458276431414,-241.024017937657,-233.330054831373,-272.518362029643,-246.721421142939
Competitive Suppression,1.5,-261.111994832342,-261.111994832342,-307.75165528825,-298.957060074264,-223.827579212964,-223.827579212964,-271.419824807484,-271.419824807484,-262.161478477673,-248.622837526642,-349.938556869729,-341.98690477453,-268.257442501401,-232.137987944865,-299.644932958918,-304.207867757187
Competitive Suppression,1.5,-243.62510962203,-243.62510962203,-280.808270371406,-271.201285959637,-229.819492598953,-229.819492598953,-254.244150760961,-254.244150760961,-429.462380499622,-331.700299716077,-282.173757166835,-274.958961184234,-238.049577936116,-234.184233621473,-308.491652748279,-259.329807189962
Competitive Suppression,1.5,-252.916989125379,-252.916989125379,-301.333420881754,-290.510140704066,-220.80426140252,-220.80426140252,-274.045029728417,-274.045029728417,-256.456033022146,-246.475488265079,-316.015267945721,-304.31167609795,-244.125188551024,-234.280682855543,-289.049993079687,-290.04701514999
Competitive Suppression,1.5,-246.378641603014,-246.378641603014,-303.146668281501,-296.470994865232,-221.609232824877,-221.609232824877,-258.041611957124,-258.041611957124,-254.345556952746,-248.141925906264,-298.10866345786,-290.452961686244,-253.685752969665,-231.870313706915,-287.394608888726,-286.22239498817
Competitive Suppression,1.5,-224.293612926091,-224.293612926091,-287.013818934722,-273.294206328352,-223.416181968914,-223.416181968914,-240.351724626364,-240.351724626364,-257.67535037186,-247.493708830037,-296.734844531399,-280.179563484348,-226.788354685732,-221.604337621607,-240.081675175363,-231.513554947996
Competitive Suppression,1.5,-237.38318694746,-237.38318694746,-348.068285129033,-319.599519574334,-234.57771337467,-234.57771337467,-257.783467132872,-257.783467132872,-285.8091102604,-266.224509138558,-384.47828937649,-342.684259437661,-239.307224770873,-235.777447785944,-341.841774556474,-241.638728492748
Competitive Suppression,1.5,-220.525272261677,-220.525272261677,-273.123864865126,-263.059918281779,-232.246410940037,-232.246410940037,-233.83849941479,-233.83849941479,-330.603931003106,-294.835696745187,-284.516997576576,-272.915173981288,-227.584807280756,-224.349532909602,-237.971542175825,-232.173775561532
Competitive Suppression,1.5,-235.029932296487,-235.029932296487,-266.229923175428,-251.781160321291,-197.962997378445,-197.962997378445,-235.798596148552,-235.798596148552,-223.237226060288,-217.995884104029,-254.999641887587,-248.254111328934,-216.020135569699,-200.634765630059,-345.736775119345,-345.07917377772
Competitive Suppression,1.5,-221.158303099083,-221.158303099083,-242.998148226914,-234.139120021521,-204.351541434146,-204.351541434146,-241.211657864613,-241.211657864613,-226.525768857658,-220.913193693306,-231.623873265422,-231.313742944829,-204.262652834016,-198.671695078204,-233.431262779501,-221.154279125334
Competitive Suppression,1.6,-254.011269511256,-254.011269511256,-318.463774343872,-301.90739958689,-250.597981360504,-250.597981360504,-261.262018870847,-261.262018870847,-310.568897918807,-290.204521395888,-345.400292384094,-309.238227819484,-276.555275936772,-261.073344317895,-286.039330724211,-274.572310909882
Competitive Suppression,1.6,-260.159781875533,-260.159781875533,-316.528046189705,-297.259422302273,-236.172425661598,-236.172425661598,-280.352935145455,-280.352935145455,-302.550134764294,-277.709954314668,-331.41448092038,-311.690068636556,-231.82371022098,-232.6959120491,-359.83117951417,-358.389665873486
Competitive Suppression,1.6,-248.783330373001,-248.783330373001,-321.588662055749,-303.705347129513,-226.591679074053,-226.591679074053,-262.593262811879,-262.593262811879,-336.570550868756,-301.627125711885,-320.674955033286,-305.790398454917,-250.482975746769,-226.765842614885,-250.102501954813,-248.965038647466
Competitive Suppression,1.6,-252.607167872488,-252.607167872488,-283.538016431318,-279.605076752513,-235.12607867962,-235.12607867962,-261.766120821343,-261.766120821343,-270.174862522715,-257.811221207256,-288.422403395712,-283.299887988216,-250.943790300583,-240.871566049885,-265.675722815224,-265.004846145219
Competitive Suppression,1.6,-231.742350805876,-231.742350805876,-278.506029005918,-269.363890036814,-228.63572289011,-228.63572289011,-245.000520860849,-245.000520860849,-260.691000777704,-250.842527760945,-289.469278222818,-276.412638470019,-238.95406209911,-229.882981531148,-294.116091183516,-274.055349915601
Competitive Suppression,1.6,-253.357886633978,-253.357886633978,-294.549419742055,-281.473863654473,-233.298989862543,-233.298989862543,-273.325030488681,-273.325030488681,-330.174646211281,-275.04164333113,-293.612389456364,-290.089641867697,-245.079094653891,-232.689808787981,-303.075041147358,-261.040460281463
Competitive Suppression,1.6,-254.449098486519,-254.449098486519,-296.10255598113,-290.617699738787,-240.706645672473,-240.706645672473,-261.384881792216,-261.384881792216,-280.025128741718,-262.648863900669,-306.009342100855,-296.295893740933,-253.549973327063,-242.221576648302,-293.63318694855,-276.207576371184
Competitive Suppression,1.6,-224.711739456288,-224.711739456288,-324.184599897701,-280.79199275428,-217.09237913202,-217.09237913202,-240.103869625784,-240.103869625784,-319.761969903935,-256.861913548854,-313.539209726889,-285.77354635523,-233.154543362461,-220.416721315897,-239.105301189177,-235.726695789454
Competitive Suppression,1.6,-257.184911417807,-257.184911417807,-280.408174622535,-276.141879010484,-222.560658323756,-222.560658323756,-273.422756680647,-273.422756680647,-257.199810796368,-251.861981653449,-291.39046030481,-285.347664390866,-241.318684757532,-222.671731501884,-304.777869977443,-281.654307679742
Competitive Suppression,1.6,-233.315078391784,-233.315078391784,-268.013549588226,-254.62647991739,-216.372973072457,-216.372973072457,-254.122695138895,-254.122695138895,-238.363645912476,-228.252296080859,-287.334310075897,-272.126495327693,-233.378679592714,-220.808428616976,-303.505712300554,-276.572025756151
Competitive Suppression,1.7,-267.129593372778,-267.129593372778,-293.725451077365,-283.441717723703,-242.689123270609,-242.689123270609,-272.615855247555,-272.615855247555,-273.888945993749,-267.318862720847,-316.511012211124,-308.219071155795,-248.469438698682,-242.983972405581,-273.896455741723,-272.32524672197
Competitive Suppression,1.7,-263.773826815543,-263.773826815543,-312.54085441411,-274.997940685623,-242.339412300324,-242.339412300324,-269.53030199261,-269.53030199261,-313.147107294945,-271.671388641913,-314.502545228685,-283.064569702262,-250.661627902841,-242.351654532696,-289.276423664607,-288.72789841611
Competitive Suppression,1.7,-253.396160913645,-253.396160913645,-289.577763713859,-278.797522588323,-243.677804939232,-243.677804939232,-270.109310215615,-270.109310215615,-277.412154064566,-270.696903162437,-299.166993510302,-290.117918599327,-259.661733893157,-251.087814085238,-273.08674445558,-266.063116691628
